original_shape,float_type,index_type,block_shape,metric,error
23×256×256,bfloat16,int16,8×8×8,norm_2,-1.4976806640625
31×256×256,bfloat16,int16,8×8×8,mean,0.19531944394111633
31×256×256,bfloat16,int16,8×8×8,variance,-0.0066751353442668915
31×256×256,bfloat16,int16,8×8×8,norm_2,-1.40618896484375
36×256×256,bfloat16,int16,8×8×8,mean,0.11764773726463318
36×256×256,bfloat16,int16,8×8×8,variance,-0.0011334381997585297
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.5142364501953125
24×256×256,bfloat16,int16,8×8×8,mean,0.11830924451351166
24×256×256,bfloat16,int16,8×8×8,variance,-0.0024465536698698997
24×256×256,bfloat16,int16,8×8×8,norm_2,-0.699371337890625
51×256×256,bfloat16,int16,8×8×8,mean,0.15118448436260223
51×256×256,bfloat16,int16,8×8×8,variance,-0.001958277076482773
51×256×256,bfloat16,int16,8×8×8,norm_2,-0.72113037109375
26×256×256,bfloat16,int16,8×8×8,mean,0.2159591168165207
26×256×256,bfloat16,int16,8×8×8,variance,-0.004327518865466118
26×256×256,bfloat16,int16,8×8×8,norm_2,0.0445404052734375
36×256×256,bfloat16,int16,8×8×8,mean,0.06848162412643433
36×256×256,bfloat16,int16,8×8×8,variance,-0.0005825774278491735
36×256×256,bfloat16,int16,8×8×8,norm_2,-0.1374969482421875
48×256×256,bfloat16,int16,8×8×8,mean,0.14522457122802734
48×256×256,bfloat16,int16,8×8×8,variance,-0.0027360357344150543
48×256×256,bfloat16,int16,8×8×8,norm_2,-0.807037353515625
60×256×256,bfloat16,int16,8×8×8,mean,0.11075802892446518
60×256×256,bfloat16,int16,8×8×8,variance,-0.0011313017457723618
60×256×256,bfloat16,int16,8×8×8,norm_2,-0.629608154296875
48×256×256,bfloat16,int16,8×8×8,mean,0.13704368472099304
48×256×256,bfloat16,int16,8×8×8,variance,-0.002655351534485817
48×256×256,bfloat16,int16,8×8×8,norm_2,0.175994873046875
26×256×256,bfloat16,int16,8×8×8,mean,0.21128451824188232
26×256×256,bfloat16,int16,8×8×8,variance,-0.004642201587557793
26×256×256,bfloat16,int16,8×8×8,norm_2,0.15264892578125
27×256×256,bfloat16,int16,8×8×8,mean,0.23692062497138977
27×256×256,bfloat16,int16,8×8×8,variance,-0.007468314841389656
27×256×256,bfloat16,int16,8×8×8,norm_2,-0.671112060546875
51×256×256,bfloat16,int16,8×8×8,mean,0.11592087149620056
51×256×256,bfloat16,int16,8×8×8,variance,-0.0010901913046836853
51×256×256,bfloat16,int16,8×8×8,norm_2,-0.4271240234375
48×256×256,bfloat16,int16,8×8×8,mean,0.10756667703390121
48×256×256,bfloat16,int16,8×8×8,variance,-0.0015097549185156822
48×256×256,bfloat16,int16,8×8×8,norm_2,0.1671905517578125
60×256×256,bfloat16,int16,8×8×8,mean,0.1651729792356491
60×256×256,bfloat16,int16,8×8×8,variance,-0.0038496050983667374
60×256×256,bfloat16,int16,8×8×8,norm_2,-0.790802001953125
50×256×256,bfloat16,int16,8×8×8,mean,0.17887133359909058
50×256×256,bfloat16,int16,8×8×8,variance,-0.0036260010674595833
50×256×256,bfloat16,int16,8×8×8,norm_2,0.571563720703125
36×256×256,bfloat16,int16,8×8×8,mean,0.24182426929473877
36×256×256,bfloat16,int16,8×8×8,variance,-0.006460791453719139
36×256×256,bfloat16,int16,8×8×8,norm_2,-1.1734619140625
73×256×256,bfloat16,int16,8×8×8,mean,0.13616399466991425
73×256×256,bfloat16,int16,8×8×8,variance,-0.0004395432770252228
73×256×256,bfloat16,int16,8×8×8,norm_2,-1.1982421875
32×256×256,bfloat16,int16,8×8×8,mean,0.144464373588562
32×256×256,bfloat16,int16,8×8×8,variance,-0.00271429680287838
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.130828857421875
32×256×256,bfloat16,int16,8×8×8,mean,0.19859382510185242
32×256×256,bfloat16,int16,8×8×8,variance,-0.005352409556508064
32×256×256,bfloat16,int16,8×8×8,norm_2,0.027618408203125
20×256×256,bfloat16,int16,8×8×8,mean,0.12992607057094574
20×256×256,bfloat16,int16,8×8×8,variance,-0.0014879629015922546
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.6739654541015625
32×256×256,bfloat16,int16,8×8×8,mean,0.13901777565479279
32×256×256,bfloat16,int16,8×8×8,variance,-0.0021439194679260254
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.512359619140625
28×256×256,bfloat16,int16,8×8×8,mean,0.14608711004257202
28×256×256,bfloat16,int16,8×8×8,variance,-0.001960521563887596
28×256×256,bfloat16,int16,8×8×8,norm_2,-0.096588134765625
30×256×256,bfloat16,int16,8×8×8,mean,0.1768801510334015
30×256×256,bfloat16,int16,8×8×8,variance,-0.003584275022149086
30×256×256,bfloat16,int16,8×8×8,norm_2,0.0568389892578125
21×256×256,bfloat16,int16,8×8×8,mean,0.14001715183258057
21×256×256,bfloat16,int16,8×8×8,variance,-0.0016896016895771027
21×256×256,bfloat16,int16,8×8×8,norm_2,-0.196380615234375
25×256×256,bfloat16,int16,8×8×8,mean,0.13491930067539215
25×256×256,bfloat16,int16,8×8×8,variance,0.0008265748620033264
25×256×256,bfloat16,int16,8×8×8,norm_2,-0.2530670166015625
20×256×256,bfloat16,int16,8×8×8,mean,0.12511546909809113
20×256×256,bfloat16,int16,8×8×8,variance,-0.0008717440068721771
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.83685302734375
24×256×256,bfloat16,int16,8×8×8,mean,0.1816665679216385
24×256×256,bfloat16,int16,8×8×8,variance,-0.003691023215651512
24×256×256,bfloat16,int16,8×8×8,norm_2,-0.0512237548828125
20×256×256,bfloat16,int16,8×8×8,mean,0.14047914743423462
20×256×256,bfloat16,int16,8×8×8,variance,-0.0010782759636640549
20×256×256,bfloat16,int16,8×8×8,norm_2,0.0001983642578125
21×256×256,bfloat16,int16,8×8×8,mean,0.16053250432014465
21×256×256,bfloat16,int16,8×8×8,variance,-0.002623520791530609
21×256×256,bfloat16,int16,8×8×8,norm_2,-0.716705322265625
21×256×256,bfloat16,int16,8×8×8,mean,0.1892256885766983
21×256×256,bfloat16,int16,8×8×8,variance,-0.0025438759475946426
21×256×256,bfloat16,int16,8×8×8,norm_2,-0.4861297607421875
21×256×256,bfloat16,int16,8×8×8,mean,0.16502705216407776
21×256×256,bfloat16,int16,8×8×8,variance,-0.003791915252804756
21×256×256,bfloat16,int16,8×8×8,norm_2,0.020111083984375
32×256×256,bfloat16,int16,8×8×8,mean,0.13508237898349762
32×256×256,bfloat16,int16,8×8×8,variance,-0.002241179347038269
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.3936309814453125
22×256×256,bfloat16,int16,8×8×8,mean,0.07053352892398834
22×256×256,bfloat16,int16,8×8×8,variance,-0.0006491523236036301
22×256×256,bfloat16,int16,8×8×8,norm_2,0.03844451904296875
20×256×256,bfloat16,int16,8×8×8,mean,0.12481115758419037
20×256×256,bfloat16,int16,8×8×8,variance,-0.0003236709162592888
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.596221923828125
30×256×256,bfloat16,int16,8×8×8,mean,0.1409890204668045
30×256×256,bfloat16,int16,8×8×8,variance,-0.002231661230325699
30×256×256,bfloat16,int16,8×8×8,norm_2,0.01593017578125
28×256×256,bfloat16,int16,8×8×8,mean,0.12100166082382202
28×256×256,bfloat16,int16,8×8×8,variance,-0.0009001493453979492
28×256×256,bfloat16,int16,8×8×8,norm_2,-0.4235687255859375
80×256×256,bfloat16,int16,8×8×8,mean,0.11030567437410355
80×256×256,bfloat16,int16,8×8×8,variance,-0.0014468124136328697
80×256×256,bfloat16,int16,8×8×8,norm_2,-0.611724853515625
32×256×256,bfloat16,int16,8×8×8,mean,0.1716460883617401
32×256×256,bfloat16,int16,8×8×8,variance,-0.003319181501865387
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.150634765625
20×256×256,bfloat16,int16,8×8×8,mean,0.10742131620645523
20×256×256,bfloat16,int16,8×8×8,variance,-0.000264500267803669
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.0364990234375
20×256×256,bfloat16,int16,8×8×8,mean,0.14571617543697357
20×256×256,bfloat16,int16,8×8×8,variance,-0.0013337694108486176
20×256×256,bfloat16,int16,8×8×8,norm_2,-0.432830810546875
32×256×256,bfloat16,int16,8×8×8,mean,0.16863882541656494
32×256×256,bfloat16,int16,8×8×8,variance,-0.0029993820935487747
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.067108154296875
22×256×256,bfloat16,int16,8×8×8,mean,0.1729150414466858
22×256×256,bfloat16,int16,8×8×8,variance,-0.0041337888687849045
22×256×256,bfloat16,int16,8×8×8,norm_2,-0.167144775390625
20×256×256,bfloat16,int16,8×8×8,mean,0.1117422953248024
20×256×256,bfloat16,int16,8×8×8,variance,-0.0019158311188220978
20×256×256,bfloat16,int16,8×8×8,norm_2,0.0293426513671875
22×256×256,bfloat16,int16,8×8×8,mean,0.12465800344944
22×256×256,bfloat16,int16,8×8×8,variance,-0.0014908332377672195
22×256×256,bfloat16,int16,8×8×8,norm_2,-0.2703704833984375
21×256×256,bfloat16,int16,8×8×8,mean,0.18130159378051758
21×256×256,bfloat16,int16,8×8×8,variance,-0.002620413899421692
21×256×256,bfloat16,int16,8×8×8,norm_2,-0.0178985595703125
22×256×256,bfloat16,int16,8×8×8,mean,0.15788774192333221
22×256×256,bfloat16,int16,8×8×8,variance,-0.0026825256645679474
22×256×256,bfloat16,int16,8×8×8,norm_2,-0.0235443115234375
23×256×256,bfloat16,int16,8×8×8,mean,0.15400773286819458
23×256×256,bfloat16,int16,8×8×8,variance,-0.00264924019575119
23×256×256,bfloat16,int16,8×8×8,norm_2,-0.4138641357421875
32×256×256,bfloat16,int16,8×8×8,mean,0.08228160440921783
32×256×256,bfloat16,int16,8×8×8,variance,-0.0009158691391348839
32×256×256,bfloat16,int16,8×8×8,norm_2,-0.00522613525390625
28×256×256,bfloat16,int16,8×8×8,mean,0.10081162303686142
28×256×256,bfloat16,int16,8×8×8,variance,-0.0011482243426144123
28×256×256,bfloat16,int16,8×8×8,norm_2,-0.4959564208984375
88×256×256,bfloat16,int16,8×8×8,mean,0.03811617195606232
88×256×256,bfloat16,int16,8×8×8,variance,-0.00019516609609127045
88×256×256,bfloat16,int16,8×8×8,norm_2,0.04526519775390625
88×256×256,bfloat16,int16,8×8×8,mean,0.09110127389431
88×256×256,bfloat16,int16,8×8×8,variance,-0.0010417122393846512
88×256×256,bfloat16,int16,8×8×8,norm_2,-0.1457366943359375
23×256×256,bfloat16,int16,16×16×16,mean,0.18700788915157318
23×256×256,bfloat16,int16,16×16×16,variance,-0.0051887985318899155
23×256×256,bfloat16,int16,16×16×16,norm_2,0.413909912109375
20×256×256,bfloat16,int16,16×16×16,mean,0.15196116268634796
20×256×256,bfloat16,int16,16×16×16,variance,0.0052862465381622314
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.393707275390625
20×256×256,bfloat16,int16,16×16×16,mean,0.15515419840812683
20×256×256,bfloat16,int16,16×16×16,variance,0.001655271276831627
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.3916168212890625
20×256×256,bfloat16,int16,16×16×16,mean,0.17078852653503418
20×256×256,bfloat16,int16,16×16×16,variance,0.0018984433263540268
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.85247802734375
20×256×256,bfloat16,int16,16×16×16,mean,0.148957759141922
20×256×256,bfloat16,int16,16×16×16,variance,0.002154432237148285
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.4407806396484375
20×256×256,bfloat16,int16,16×16×16,mean,0.18492953479290009
20×256×256,bfloat16,int16,16×16×16,variance,0.0022749807685613632
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.7747344970703125
24×256×256,bfloat16,int16,16×16×16,mean,0.12911544740200043
24×256×256,bfloat16,int16,16×16×16,variance,-8.475035429000854e-05
24×256×256,bfloat16,int16,16×16×16,norm_2,0.0023193359375
22×256×256,bfloat16,int16,16×16×16,mean,0.09912339597940445
22×256×256,bfloat16,int16,16×16×16,variance,0.0002412945032119751
22×256×256,bfloat16,int16,16×16×16,norm_2,-0.3759918212890625
25×256×256,bfloat16,int16,16×16×16,mean,0.20454896986484528
25×256×256,bfloat16,int16,16×16×16,variance,-0.007033264264464378
25×256×256,bfloat16,int16,16×16×16,norm_2,-1.040618896484375
24×256×256,bfloat16,int16,16×16×16,mean,0.12607207894325256
24×256×256,bfloat16,int16,16×16×16,variance,-0.0018250197172164917
24×256×256,bfloat16,int16,16×16×16,norm_2,-0.1522216796875
20×256×256,bfloat16,int16,16×16×16,mean,0.15982015430927277
20×256×256,bfloat16,int16,16×16×16,variance,0.00160953588783741
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.7167816162109375
24×256×256,bfloat16,int16,16×16×16,mean,0.13161006569862366
24×256×256,bfloat16,int16,16×16×16,variance,-0.0015145372599363327
24×256×256,bfloat16,int16,16×16×16,norm_2,-0.882598876953125
26×256×256,bfloat16,int16,16×16×16,mean,0.15854309499263763
26×256×256,bfloat16,int16,16×16×16,variance,-0.0033870264887809753
26×256×256,bfloat16,int16,16×16×16,norm_2,-0.4420166015625
20×256×256,bfloat16,int16,16×16×16,mean,0.16191115975379944
20×256×256,bfloat16,int16,16×16×16,variance,0.0010785311460494995
20×256×256,bfloat16,int16,16×16×16,norm_2,-0.873565673828125
28×256×256,bfloat16,int16,16×16×16,mean,0.13414601981639862
28×256×256,bfloat16,int16,16×16×16,variance,-0.001971922814846039
28×256×256,bfloat16,int16,16×16×16,norm_2,-0.1349639892578125
22×256×256,bfloat16,int16,16×16×16,mean,0.14104536175727844
22×256×256,bfloat16,int16,16×16×16,variance,-0.0004612486809492111
22×256×256,bfloat16,int16,16×16×16,norm_2,-0.6128692626953125
38×256×256,bfloat16,int16,16×16×16,mean,0.11261655390262604
38×256×256,bfloat16,int16,16×16×16,variance,-0.0007063699886202812
38×256×256,bfloat16,int16,16×16×16,norm_2,-0.345947265625
40×256×256,bfloat16,int16,16×16×16,mean,0.1300763487815857
40×256×256,bfloat16,int16,16×16×16,variance,-0.0012668399140238762
40×256×256,bfloat16,int16,16×16×16,norm_2,-0.1280670166015625
36×256×256,bfloat16,int16,16×16×16,mean,0.08626377582550049
36×256×256,bfloat16,int16,16×16×16,variance,6.887177005410194e-05
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.706329345703125
36×256×256,bfloat16,int16,16×16×16,mean,0.1377025544643402
36×256×256,bfloat16,int16,16×16×16,variance,-0.00015329010784626007
36×256×256,bfloat16,int16,16×16×16,norm_2,-1.0096435546875
36×256×256,bfloat16,int16,16×16×16,mean,0.11198251694440842
36×256×256,bfloat16,int16,16×16×16,variance,0.0004905955865979195
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.8330230712890625
26×256×256,bfloat16,int16,16×16×16,mean,0.09388481825590134
26×256×256,bfloat16,int16,16×16×16,variance,-0.0010579833760857582
26×256×256,bfloat16,int16,16×16×16,norm_2,-0.5534515380859375
36×256×256,bfloat16,int16,16×16×16,mean,0.12148310244083405
36×256×256,bfloat16,int16,16×16×16,variance,0.0006279191002249718
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.5444793701171875
71×256×256,bfloat16,int16,16×16×16,mean,0.1583658754825592
71×256×256,bfloat16,int16,16×16×16,variance,-0.0021125320345163345
71×256×256,bfloat16,int16,16×16×16,norm_2,0.03692626953125
38×256×256,bfloat16,int16,16×16×16,mean,0.10225966572761536
38×256×256,bfloat16,int16,16×16×16,variance,-0.00039453059434890747
38×256×256,bfloat16,int16,16×16×16,norm_2,-0.513916015625
53×256×256,bfloat16,int16,16×16×16,mean,0.15102259814739227
53×256×256,bfloat16,int16,16×16×16,variance,-0.0021251197904348373
53×256×256,bfloat16,int16,16×16×16,norm_2,-0.34454345703125
57×256×256,bfloat16,int16,16×16×16,mean,0.13982528448104858
57×256×256,bfloat16,int16,16×16×16,variance,-0.002087455242872238
57×256×256,bfloat16,int16,16×16×16,norm_2,-1.60858154296875
51×256×256,bfloat16,int16,16×16×16,mean,0.16704745590686798
51×256×256,bfloat16,int16,16×16×16,variance,-0.001376461237668991
51×256×256,bfloat16,int16,16×16×16,norm_2,-0.256683349609375
53×256×256,bfloat16,int16,16×16×16,mean,0.12691304087638855
53×256×256,bfloat16,int16,16×16×16,variance,-0.0010193325579166412
53×256×256,bfloat16,int16,16×16×16,norm_2,-0.4595184326171875
60×256×256,bfloat16,int16,16×16×16,mean,0.1146390438079834
60×256×256,bfloat16,int16,16×16×16,variance,-0.0013594934716820717
60×256×256,bfloat16,int16,16×16×16,norm_2,-0.6233367919921875
58×256×256,bfloat16,int16,16×16×16,mean,0.15092474222183228
58×256×256,bfloat16,int16,16×16×16,variance,-0.0026970580220222473
58×256×256,bfloat16,int16,16×16×16,norm_2,0.173095703125
56×256×256,bfloat16,int16,16×16×16,mean,0.15999814867973328
56×256×256,bfloat16,int16,16×16×16,variance,-0.002369346097111702
56×256×256,bfloat16,int16,16×16×16,norm_2,-0.78753662109375
52×256×256,bfloat16,int16,16×16×16,mean,0.1373264491558075
52×256×256,bfloat16,int16,16×16×16,variance,-0.0007751770317554474
52×256×256,bfloat16,int16,16×16×16,norm_2,-0.6868896484375
58×256×256,bfloat16,int16,16×16×16,mean,0.19102105498313904
58×256×256,bfloat16,int16,16×16×16,variance,-0.0043716877698898315
58×256×256,bfloat16,int16,16×16×16,norm_2,-1.540802001953125
49×256×256,bfloat16,int16,16×16×16,mean,0.18810534477233887
49×256×256,bfloat16,int16,16×16×16,variance,-0.003283584490418434
49×256×256,bfloat16,int16,16×16×16,norm_2,-0.267730712890625
60×256×256,bfloat16,int16,16×16×16,mean,0.11175774037837982
60×256×256,bfloat16,int16,16×16×16,variance,-0.001837096642702818
60×256×256,bfloat16,int16,16×16×16,norm_2,-0.79754638671875
36×256×256,bfloat16,int16,16×16×16,mean,0.1255074441432953
36×256×256,bfloat16,int16,16×16×16,variance,0.0004839785397052765
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.2232208251953125
38×256×256,bfloat16,int16,16×16×16,mean,0.1055406779050827
38×256×256,bfloat16,int16,16×16×16,variance,-0.00030869152396917343
38×256×256,bfloat16,int16,16×16×16,norm_2,-0.4199371337890625
34×256×256,bfloat16,int16,16×16×16,mean,0.09156441688537598
34×256×256,bfloat16,int16,16×16×16,variance,0.0014746012166142464
34×256×256,bfloat16,int16,16×16×16,norm_2,-0.38775634765625
32×256×256,bfloat16,int16,16×16×16,mean,0.11963953077793121
32×256×256,bfloat16,int16,16×16×16,variance,-0.0014638947322964668
32×256×256,bfloat16,int16,16×16×16,norm_2,-0.0687408447265625
36×256×256,bfloat16,int16,16×16×16,mean,0.10613427311182022
36×256×256,bfloat16,int16,16×16×16,variance,-0.0001223888248205185
36×256×256,bfloat16,int16,16×16×16,norm_2,0.0850067138671875
36×256×256,bfloat16,int16,16×16×16,mean,0.06817685067653656
36×256×256,bfloat16,int16,16×16×16,variance,0.00019727973267436028
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.41405487060546875
35×256×256,bfloat16,int16,16×16×16,mean,0.1246982291340828
35×256×256,bfloat16,int16,16×16×16,variance,0.000257798470556736
35×256×256,bfloat16,int16,16×16×16,norm_2,-0.6668548583984375
36×256×256,bfloat16,int16,16×16×16,mean,0.10411105304956436
36×256×256,bfloat16,int16,16×16×16,variance,8.736643940210342e-05
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.355133056640625
36×256×256,bfloat16,int16,16×16×16,mean,0.11658697575330734
36×256×256,bfloat16,int16,16×16×16,variance,-0.00010698288679122925
36×256×256,bfloat16,int16,16×16×16,norm_2,-0.329254150390625
42×256×256,bfloat16,int16,16×16×16,mean,0.07789915800094604
42×256×256,bfloat16,int16,16×16×16,variance,-0.0007199011743068695
42×256×256,bfloat16,int16,16×16×16,norm_2,0.02740478515625
40×256×256,bfloat16,int16,16×16×16,mean,0.11487241834402084
40×256×256,bfloat16,int16,16×16×16,variance,-0.0012750700116157532
40×256×256,bfloat16,int16,16×16×16,norm_2,-0.2263336181640625
37×256×256,bfloat16,int16,16×16×16,mean,0.1015433669090271
