original_shape,float_type,index_type,block_shape,metric,error
36×256×256,float16,int16,8×8×8,mean,0.12169535458087921
36×256×256,float16,int16,8×8×8,variance,nan
36×256×256,float16,int16,8×8×8,norm_2,-inf
38×256×256,float16,int16,8×8×8,mean,0.10594391822814941
38×256×256,float16,int16,8×8×8,variance,nan
38×256×256,float16,int16,8×8×8,norm_2,-inf
38×256×256,float16,int16,8×8×8,mean,0.10579773038625717
38×256×256,float16,int16,8×8×8,variance,nan
38×256×256,float16,int16,8×8×8,norm_2,-inf
35×256×256,float16,int16,8×8×8,mean,0.10612396150827408
35×256×256,float16,int16,8×8×8,variance,nan
35×256×256,float16,int16,8×8×8,norm_2,-inf
56×256×256,float16,int16,8×8×8,mean,0.14921966195106506
56×256×256,float16,int16,8×8×8,variance,nan
56×256×256,float16,int16,8×8×8,norm_2,-inf
23×256×256,float16,int16,8×8×8,mean,0.2932860553264618
23×256×256,float16,int16,8×8×8,variance,nan
23×256×256,float16,int16,8×8×8,norm_2,-inf
31×256×256,float16,int16,8×8×8,mean,0.19096045196056366
31×256×256,float16,int16,8×8×8,variance,nan
31×256×256,float16,int16,8×8×8,norm_2,-inf
36×256×256,float16,int16,8×8×8,mean,0.11208030581474304
36×256×256,float16,int16,8×8×8,variance,nan
36×256×256,float16,int16,8×8×8,norm_2,-inf
24×256×256,float16,int16,8×8×8,mean,0.11610816419124603
24×256×256,float16,int16,8×8×8,variance,nan
24×256×256,float16,int16,8×8×8,norm_2,-inf
51×256×256,float16,int16,8×8×8,mean,0.14488336443901062
51×256×256,float16,int16,8×8×8,variance,nan
51×256×256,float16,int16,8×8×8,norm_2,-inf
26×256×256,float16,int16,8×8×8,mean,0.21198853850364685
26×256×256,float16,int16,8×8×8,variance,nan
26×256×256,float16,int16,8×8×8,norm_2,-inf
36×256×256,float16,int16,8×8×8,mean,0.06591369956731796
36×256×256,float16,int16,8×8×8,variance,nan
36×256×256,float16,int16,8×8×8,norm_2,-inf
48×256×256,float16,int16,8×8×8,mean,0.1342191845178604
48×256×256,float16,int16,8×8×8,variance,nan
48×256×256,float16,int16,8×8×8,norm_2,-inf
60×256×256,float16,int16,8×8×8,mean,0.10583797097206116
60×256×256,float16,int16,8×8×8,variance,nan
60×256×256,float16,int16,8×8×8,norm_2,-inf
48×256×256,float16,int16,8×8×8,mean,0.1258656531572342
48×256×256,float16,int16,8×8×8,variance,nan
48×256×256,float16,int16,8×8×8,norm_2,-inf
26×256×256,float16,int16,8×8×8,mean,0.20511287450790405
26×256×256,float16,int16,8×8×8,variance,nan
26×256×256,float16,int16,8×8×8,norm_2,-inf
27×256×256,float16,int16,8×8×8,mean,0.23329532146453857
27×256×256,float16,int16,8×8×8,variance,nan
27×256×256,float16,int16,8×8×8,norm_2,-inf
51×256×256,float16,int16,8×8×8,mean,0.11225240677595139
51×256×256,float16,int16,8×8×8,variance,nan
51×256×256,float16,int16,8×8×8,norm_2,-inf
48×256×256,float16,int16,8×8×8,mean,0.10022975504398346
48×256×256,float16,int16,8×8×8,variance,nan
48×256×256,float16,int16,8×8×8,norm_2,-inf
60×256×256,float16,int16,8×8×8,mean,0.15964871644973755
60×256×256,float16,int16,8×8×8,variance,nan
60×256×256,float16,int16,8×8×8,norm_2,-inf
50×256×256,float16,int16,8×8×8,mean,0.17235442996025085
50×256×256,float16,int16,8×8×8,variance,nan
50×256×256,float16,int16,8×8×8,norm_2,-inf
36×256×256,float16,int16,8×8×8,mean,0.2351778745651245
36×256×256,float16,int16,8×8×8,variance,nan
36×256×256,float16,int16,8×8×8,norm_2,-inf
73×256×256,float16,int16,8×8×8,mean,0.13158920407295227
73×256×256,float16,int16,8×8×8,variance,nan
73×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.1383790522813797
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.1909116506576538
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.12714235484600067
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.13211244344711304
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
28×256×256,float16,int16,8×8×8,mean,0.1384049355983734
28×256×256,float16,int16,8×8×8,variance,nan
28×256×256,float16,int16,8×8×8,norm_2,-inf
30×256×256,float16,int16,8×8×8,mean,0.171183243393898
30×256×256,float16,int16,8×8×8,variance,nan
30×256×256,float16,int16,8×8×8,norm_2,-inf
21×256×256,float16,int16,8×8×8,mean,0.13492447137832642
21×256×256,float16,int16,8×8×8,variance,nan
21×256×256,float16,int16,8×8×8,norm_2,-inf
25×256×256,float16,int16,8×8×8,mean,0.12807869911193848
25×256×256,float16,int16,8×8×8,variance,nan
25×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.1211233139038086
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
24×256×256,float16,int16,8×8×8,mean,0.16971169412136078
24×256×256,float16,int16,8×8×8,variance,nan
24×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.13542960584163666
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
21×256×256,float16,int16,8×8×8,mean,0.15142607688903809
21×256×256,float16,int16,8×8×8,variance,nan
21×256×256,float16,int16,8×8×8,norm_2,-inf
21×256×256,float16,int16,8×8×8,mean,0.1772708147764206
21×256×256,float16,int16,8×8×8,variance,nan
21×256×256,float16,int16,8×8×8,norm_2,-inf
21×256×256,float16,int16,8×8×8,mean,0.15825119614601135
21×256×256,float16,int16,8×8×8,variance,nan
21×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.1296875774860382
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
22×256×256,float16,int16,8×8×8,mean,0.0672319084405899
22×256×256,float16,int16,8×8×8,variance,nan
22×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.11689160019159317
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
30×256×256,float16,int16,8×8×8,mean,0.13507632911205292
30×256×256,float16,int16,8×8×8,variance,nan
30×256×256,float16,int16,8×8×8,norm_2,-inf
28×256×256,float16,int16,8×8×8,mean,0.11431211233139038
28×256×256,float16,int16,8×8×8,variance,nan
28×256×256,float16,int16,8×8×8,norm_2,-inf
80×256×256,float16,int16,8×8×8,mean,0.10301190614700317
80×256×256,float16,int16,8×8×8,variance,nan
80×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.16348914802074432
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.10109861195087433
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.14053717255592346
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.15888503193855286
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
22×256×256,float16,int16,8×8×8,mean,0.16967816650867462
22×256×256,float16,int16,8×8×8,variance,nan
22×256×256,float16,int16,8×8×8,norm_2,-inf
20×256×256,float16,int16,8×8×8,mean,0.1103828102350235
20×256×256,float16,int16,8×8×8,variance,nan
20×256×256,float16,int16,8×8×8,norm_2,-inf
22×256×256,float16,int16,8×8×8,mean,0.11939267814159393
22×256×256,float16,int16,8×8×8,variance,nan
22×256×256,float16,int16,8×8×8,norm_2,-inf
21×256×256,float16,int16,8×8×8,mean,0.1724541187286377
21×256×256,float16,int16,8×8×8,variance,nan
21×256×256,float16,int16,8×8×8,norm_2,-inf
22×256×256,float16,int16,8×8×8,mean,0.15184557437896729
22×256×256,float16,int16,8×8×8,variance,nan
22×256×256,float16,int16,8×8×8,norm_2,-inf
23×256×256,float16,int16,8×8×8,mean,0.14390866458415985
23×256×256,float16,int16,8×8×8,variance,nan
23×256×256,float16,int16,8×8×8,norm_2,-inf
32×256×256,float16,int16,8×8×8,mean,0.07844051718711853
32×256×256,float16,int16,8×8×8,variance,nan
32×256×256,float16,int16,8×8×8,norm_2,-inf
28×256×256,float16,int16,8×8×8,mean,0.09457524120807648
28×256×256,float16,int16,8×8×8,variance,nan
28×256×256,float16,int16,8×8×8,norm_2,-inf
88×256×256,float16,int16,8×8×8,mean,0.034393761307001114
88×256×256,float16,int16,8×8×8,variance,nan
88×256×256,float16,int16,8×8×8,norm_2,-inf
88×256×256,float16,int16,8×8×8,mean,0.08490805327892303
88×256×256,float16,int16,8×8×8,variance,nan
88×256×256,float16,int16,8×8×8,norm_2,-inf
23×256×256,float16,int16,16×16×16,mean,0.18181990087032318
23×256×256,float16,int16,16×16×16,variance,nan
23×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.13998301327228546
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.15198037028312683
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.16465449333190918
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.150666743516922
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.18575350940227509
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
24×256×256,float16,int16,16×16×16,mean,0.12508712708950043
24×256×256,float16,int16,16×16×16,variance,nan
24×256×256,float16,int16,16×16×16,norm_2,-inf
22×256×256,float16,int16,16×16×16,mean,0.09923020750284195
22×256×256,float16,int16,16×16×16,variance,nan
22×256×256,float16,int16,16×16×16,norm_2,-inf
25×256×256,float16,int16,16×16×16,mean,0.20503725111484528
25×256×256,float16,int16,16×16×16,variance,nan
25×256×256,float16,int16,16×16×16,norm_2,-inf
24×256×256,float16,int16,16×16×16,mean,0.12126555293798447
24×256×256,float16,int16,16×16×16,variance,nan
24×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.15609700977802277
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
24×256×256,float16,int16,16×16×16,mean,0.12622371315956116
24×256×256,float16,int16,16×16×16,variance,nan
24×256×256,float16,int16,16×16×16,norm_2,-inf
26×256×256,float16,int16,16×16×16,mean,0.16251038014888763
26×256×256,float16,int16,16×16×16,variance,nan
26×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.16691604256629944
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
28×256×256,float16,int16,16×16×16,mean,0.13228444755077362
28×256×256,float16,int16,16×16×16,variance,nan
28×256×256,float16,int16,16×16×16,norm_2,-inf
22×256×256,float16,int16,16×16×16,mean,0.13582685589790344
22×256×256,float16,int16,16×16×16,variance,nan
22×256×256,float16,int16,16×16×16,norm_2,-inf
38×256×256,float16,int16,16×16×16,mean,0.11008359491825104
38×256×256,float16,int16,16×16×16,variance,nan
38×256×256,float16,int16,16×16×16,norm_2,-inf
40×256×256,float16,int16,16×16×16,mean,0.1253766417503357
40×256×256,float16,int16,16×16×16,variance,nan
40×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.08618748188018799
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.1329723298549652
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.10954111069440842
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
26×256×256,float16,int16,16×16×16,mean,0.09496819227933884
26×256×256,float16,int16,16×16×16,variance,nan
26×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.11568476259708405
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
71×256×256,float16,int16,16×16×16,mean,0.1511332094669342
71×256×256,float16,int16,16×16×16,variance,nan
71×256×256,float16,int16,16×16×16,norm_2,-inf
38×256×256,float16,int16,16×16×16,mean,0.10277846455574036
38×256×256,float16,int16,16×16×16,variance,nan
38×256×256,float16,int16,16×16×16,norm_2,-inf
53×256×256,float16,int16,16×16×16,mean,0.14946620166301727
53×256×256,float16,int16,16×16×16,variance,nan
53×256×256,float16,int16,16×16×16,norm_2,-inf
57×256×256,float16,int16,16×16×16,mean,0.14104598760604858
57×256×256,float16,int16,16×16×16,variance,nan
57×256×256,float16,int16,16×16×16,norm_2,-inf
51×256×256,float16,int16,16×16×16,mean,0.16909213364124298
51×256×256,float16,int16,16×16×16,variance,nan
51×256×256,float16,int16,16×16×16,norm_2,-inf
53×256×256,float16,int16,16×16×16,mean,0.12337299436330795
53×256×256,float16,int16,16×16×16,variance,nan
53×256×256,float16,int16,16×16×16,norm_2,-inf
60×256×256,float16,int16,16×16×16,mean,0.1117703914642334
60×256×256,float16,int16,16×16×16,variance,nan
60×256×256,float16,int16,16×16×16,norm_2,-inf
58×256×256,float16,int16,16×16×16,mean,0.15190130472183228
58×256×256,float16,int16,16×16×16,variance,nan
58×256×256,float16,int16,16×16×16,norm_2,-inf
56×256×256,float16,int16,16×16×16,mean,0.15481016039848328
56×256×256,float16,int16,16×16×16,variance,nan
56×256×256,float16,int16,16×16×16,norm_2,-inf
52×256×256,float16,int16,16×16×16,mean,0.1383335292339325
52×256×256,float16,int16,16×16×16,variance,nan
52×256×256,float16,int16,16×16×16,norm_2,-inf
58×256×256,float16,int16,16×16×16,mean,0.18595513701438904
58×256×256,float16,int16,16×16×16,variance,nan
58×256×256,float16,int16,16×16×16,norm_2,-inf
49×256×256,float16,int16,16×16×16,mean,0.19243884086608887
49×256×256,float16,int16,16×16×16,variance,nan
49×256×256,float16,int16,16×16×16,norm_2,-inf
60×256×256,float16,int16,16×16×16,mean,0.10870598256587982
60×256×256,float16,int16,16×16×16,variance,nan
60×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.12245569378137589
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
38×256×256,float16,int16,16×16×16,mean,0.1008409708738327
38×256×256,float16,int16,16×16×16,variance,nan
38×256×256,float16,int16,16×16×16,norm_2,-inf
34×256×256,float16,int16,16×16×16,mean,0.08393502235412598
34×256×256,float16,int16,16×16×16,variance,nan
34×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.11561121046543121
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.10778222233057022
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.06797848641872406
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
35×256×256,float16,int16,16×16×16,mean,0.1217990592122078
35×256×256,float16,int16,16×16×16,variance,nan
35×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.10176119953393936
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.11527471989393234
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
42×256×256,float16,int16,16×16×16,mean,0.07429808378219604
42×256×256,float16,int16,16×16×16,variance,nan
42×256×256,float16,int16,16×16×16,norm_2,-inf
40×256×256,float16,int16,16×16×16,mean,0.11182066053152084
40×256×256,float16,int16,16×16×16,variance,nan
40×256×256,float16,int16,16×16×16,norm_2,-inf
37×256×256,float16,int16,16×16×16,mean,0.0996512770652771
37×256×256,float16,int16,16×16×16,variance,nan
37×256×256,float16,int16,16×16×16,norm_2,-inf
37×256×256,float16,int16,16×16×16,mean,0.13831400871276855
37×256×256,float16,int16,16×16×16,variance,nan
37×256×256,float16,int16,16×16×16,norm_2,-inf
37×256×256,float16,int16,16×16×16,mean,0.09521457552909851
37×256×256,float16,int16,16×16×16,variance,nan
37×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.07908812165260315
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.10815485566854477
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
37×256×256,float16,int16,16×16×16,mean,0.1119527593255043
37×256×256,float16,int16,16×16×16,variance,nan
37×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.11457136273384094
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
38×256×256,float16,int16,16×16×16,mean,0.10216300934553146
38×256×256,float16,int16,16×16×16,variance,nan
38×256×256,float16,int16,16×16×16,norm_2,-inf
38×256×256,float16,int16,16×16×16,mean,0.10110245645046234
38×256×256,float16,int16,16×16×16,variance,nan
38×256×256,float16,int16,16×16×16,norm_2,-inf
35×256×256,float16,int16,16×16×16,mean,0.09751619398593903
35×256×256,float16,int16,16×16×16,variance,nan
35×256×256,float16,int16,16×16×16,norm_2,-inf
56×256×256,float16,int16,16×16×16,mean,0.12764298915863037
56×256×256,float16,int16,16×16×16,variance,nan
56×256×256,float16,int16,16×16×16,norm_2,-inf
23×256×256,float16,int16,16×16×16,mean,0.2293001264333725
23×256×256,float16,int16,16×16×16,variance,nan
23×256×256,float16,int16,16×16×16,norm_2,-inf
31×256×256,float16,int16,16×16×16,mean,0.1860128939151764
31×256×256,float16,int16,16×16×16,variance,nan
31×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.10752794146537781
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
24×256×256,float16,int16,16×16×16,mean,0.09950898587703705
24×256×256,float16,int16,16×16×16,variance,nan
24×256×256,float16,int16,16×16×16,norm_2,-inf
51×256×256,float16,int16,16×16×16,mean,0.13713033497333527
51×256×256,float16,int16,16×16×16,variance,nan
51×256×256,float16,int16,16×16×16,norm_2,-inf
26×256×256,float16,int16,16×16×16,mean,0.199602410197258
26×256×256,float16,int16,16×16×16,variance,nan
26×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.061086833477020264
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
48×256×256,float16,int16,16×16×16,mean,0.14382922649383545
48×256×256,float16,int16,16×16×16,variance,nan
48×256×256,float16,int16,16×16×16,norm_2,-inf
60×256×256,float16,int16,16×16×16,mean,0.10823171585798264
60×256×256,float16,int16,16×16×16,variance,nan
60×256×256,float16,int16,16×16×16,norm_2,-inf
48×256×256,float16,int16,16×16×16,mean,0.14035043120384216
48×256×256,float16,int16,16×16×16,variance,nan
48×256×256,float16,int16,16×16×16,norm_2,-inf
26×256×256,float16,int16,16×16×16,mean,0.20116356015205383
26×256×256,float16,int16,16×16×16,variance,nan
26×256×256,float16,int16,16×16×16,norm_2,-inf
27×256×256,float16,int16,16×16×16,mean,0.22529534995555878
27×256×256,float16,int16,16×16×16,variance,nan
27×256×256,float16,int16,16×16×16,norm_2,-inf
51×256×256,float16,int16,16×16×16,mean,0.10571549832820892
51×256×256,float16,int16,16×16×16,variance,nan
51×256×256,float16,int16,16×16×16,norm_2,-inf
48×256×256,float16,int16,16×16×16,mean,0.09927614033222198
48×256×256,float16,int16,16×16×16,variance,nan
48×256×256,float16,int16,16×16×16,norm_2,-inf
60×256×256,float16,int16,16×16×16,mean,0.15607944130897522
60×256×256,float16,int16,16×16×16,variance,nan
60×256×256,float16,int16,16×16×16,norm_2,-inf
50×256×256,float16,int16,16×16×16,mean,0.16403211653232574
50×256×256,float16,int16,16×16×16,variance,nan
50×256×256,float16,int16,16×16×16,norm_2,-inf
36×256×256,float16,int16,16×16×16,mean,0.21398161351680756
36×256×256,float16,int16,16×16×16,variance,nan
36×256×256,float16,int16,16×16×16,norm_2,-inf
73×256×256,float16,int16,16×16×16,mean,0.1222570389509201
73×256×256,float16,int16,16×16×16,variance,nan
73×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.1438206136226654
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.19184598326683044
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.11206766217947006
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.13171938061714172
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
28×256×256,float16,int16,16×16×16,mean,0.14240354299545288
28×256×256,float16,int16,16×16×16,variance,nan
28×256×256,float16,int16,16×16×16,norm_2,-inf
30×256×256,float16,int16,16×16×16,mean,0.17535975575447083
30×256×256,float16,int16,16×16×16,variance,nan
30×256×256,float16,int16,16×16×16,norm_2,-inf
21×256×256,float16,int16,16×16×16,mean,0.11680860817432404
21×256×256,float16,int16,16×16×16,variance,nan
21×256×256,float16,int16,16×16×16,norm_2,-inf
25×256×256,float16,int16,16×16×16,mean,0.1145530715584755
25×256×256,float16,int16,16×16×16,variance,nan
25×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.11625704914331436
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
24×256×256,float16,int16,16×16×16,mean,0.12387476861476898
24×256×256,float16,int16,16×16×16,variance,nan
24×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.12220516800880432
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
21×256×256,float16,int16,16×16×16,mean,0.13871371746063232
21×256×256,float16,int16,16×16×16,variance,nan
21×256×256,float16,int16,16×16×16,norm_2,-inf
21×256×256,float16,int16,16×16×16,mean,0.15764549374580383
21×256×256,float16,int16,16×16×16,variance,nan
21×256×256,float16,int16,16×16×16,norm_2,-inf
21×256×256,float16,int16,16×16×16,mean,0.13349410891532898
21×256×256,float16,int16,16×16×16,variance,nan
21×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.1321539729833603
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
22×256×256,float16,int16,16×16×16,mean,0.055628567934036255
22×256×256,float16,int16,16×16×16,variance,nan
22×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.09684246778488159
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
30×256×256,float16,int16,16×16×16,mean,0.13889236748218536
30×256×256,float16,int16,16×16×16,variance,nan
30×256×256,float16,int16,16×16×16,norm_2,-inf
28×256×256,float16,int16,16×16×16,mean,0.11885054409503937
28×256×256,float16,int16,16×16×16,variance,nan
28×256×256,float16,int16,16×16×16,norm_2,-inf
80×256×256,float16,int16,16×16×16,mean,0.10318796336650848
80×256×256,float16,int16,16×16×16,variance,nan
80×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.16583767533302307
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.09187296777963638
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.119049571454525
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.1599809229373932
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
22×256×256,float16,int16,16×16×16,mean,0.14112958312034607
22×256×256,float16,int16,16×16×16,variance,nan
22×256×256,float16,int16,16×16×16,norm_2,-inf
20×256×256,float16,int16,16×16×16,mean,0.09990152716636658
20×256×256,float16,int16,16×16×16,variance,nan
20×256×256,float16,int16,16×16×16,norm_2,-inf
22×256×256,float16,int16,16×16×16,mean,0.09525080025196075
22×256×256,float16,int16,16×16×16,variance,nan
22×256×256,float16,int16,16×16×16,norm_2,-inf
21×256×256,float16,int16,16×16×16,mean,0.14121505618095398
21×256×256,float16,int16,16×16×16,variance,nan
21×256×256,float16,int16,16×16×16,norm_2,-inf
22×256×256,float16,int16,16×16×16,mean,0.12352773547172546
22×256×256,float16,int16,16×16×16,variance,nan
22×256×256,float16,int16,16×16×16,norm_2,-inf
23×256×256,float16,int16,16×16×16,mean,0.118806391954422
23×256×256,float16,int16,16×16×16,variance,nan
23×256×256,float16,int16,16×16×16,norm_2,-inf
32×256×256,float16,int16,16×16×16,mean,0.07965804636478424
32×256×256,float16,int16,16×16×16,variance,nan
32×256×256,float16,int16,16×16×16,norm_2,-inf
28×256×256,float16,int16,16×16×16,mean,0.09917868673801422
28×256×256,float16,int16,16×16×16,variance,nan
28×256×256,float16,int16,16×16×16,norm_2,-inf
88×256×256,float16,int16,16×16×16,mean,0.03320106863975525
88×256×256,float16,int16,16×16×16,variance,nan
88×256×256,float16,int16,16×16×16,norm_2,-inf
88×256×256,float16,int16,16×16×16,mean,0.08628763258457184
88×256×256,float16,int16,16×16×16,variance,nan
88×256×256,float16,int16,16×16×16,norm_2,-inf
23×256×256,float16,int16,4×8×8,mean,0.22954940795898438
23×256×256,float16,int16,4×8×8,variance,nan
23×256×256,float16,int16,4×8×8,norm_2,-inf
20×256×256,float16,int16,4×8×8,mean,0.19315990805625916
20×256×256,float16,int16,4×8×8,variance,nan
20×256×256,float16,int16,4×8×8,norm_2,-inf
20×256×256,float16,int16,4×8×8,mean,0.18908976018428802
20×256×256,float16,int16,4×8×8,variance,nan
20×256×256,float16,int16,4×8×8,norm_2,-inf
20×256×256,float16,int16,4×8×8,mean,0.21760249137878418
20×256×256,float16,int16,4×8×8,variance,nan
20×256×256,float16,int16,4×8×8,norm_2,-inf
20×256×256,float16,int16,4×8×8,mean,0.186982661485672
20×256×256,float16,int16,4×8×8,variance,nan
20×256×256,float16,int16,4×8×8,norm_2,-inf
20×256×256,float16,int16,4×8×8,mean,0.22460240125656128
