dimensions,dtype,index_dtype,size,block_size,compress,negate,add,multiply,dot,norm2,mean,variance,cosine_similarity,structural_similarity,decompress
2,bfloat16,int8,4096,8,0.0011348962783813477,6.580352783203125e-06,0.00034914016723632815,1.1014938354492188e-05,0.000787353515625,0.0002832889556884766,0.00014400482177734375,0.00026302337646484376,0.0005013942718505859,0.001604747772216797,0.001360034942626953
2,bfloat16,int8,8192,8,0.0033342123031616213,6.628036499023438e-06,0.0012812137603759766,1.02996826171875e-05,0.0030988216400146484,0.00104522705078125,0.00037684440612792967,0.0007730484008789063,0.0018078804016113282,0.004940128326416016,0.0034381389617919923
2,bfloat16,int8,16,16,0.00019400119781494142,6.4849853515625e-06,9.751319885253906e-05,9.822845458984376e-06,0.00012021064758300781,5.564689636230469e-05,8.978843688964844e-05,9.927749633789062e-05,0.00012712478637695314,0.0006767749786376953,0.00017518997192382811
2,bfloat16,int8,32,16,0.00019583702087402343,6.4373016357421875e-06,0.000101470947265625,1.0776519775390626e-05,0.00012235641479492189,5.6362152099609376e-05,9.083747863769531e-05,0.00010061264038085938,0.00012831687927246095,0.0006805419921875,0.00015859603881835939
2,bfloat16,int8,64,16,0.0001969575881958008,6.628036499023438e-06,9.837150573730469e-05,1.0061264038085938e-05,0.00012078285217285157,5.931854248046875e-05,9.083747863769531e-05,0.00010232925415039062,0.00012969970703125,0.0006821155548095703,0.00016307830810546875
2,bfloat16,int8,128,16,0.00020263195037841796,6.532669067382812e-06,9.875297546386718e-05,9.965896606445312e-06,0.00012540817260742188,5.645751953125e-05,9.112358093261718e-05,0.00010213851928710937,0.00013017654418945312,0.0006906986236572266,0.00017104148864746093
2,bfloat16,int8,256,16,0.00021576881408691406,6.4849853515625e-06,9.918212890625e-05,1.0013580322265625e-05,0.00013136863708496094,6.480216979980469e-05,9.131431579589844e-05,0.00010223388671875,0.00013785362243652345,0.0007078170776367188,0.00018916130065917968
2,bfloat16,int8,512,16,0.00024087429046630858,6.532669067382812e-06,9.984970092773438e-05,1.0156631469726563e-05,0.00013189315795898439,7.061958312988281e-05,9.303092956542968e-05,0.00010881423950195312,0.00014629364013671876,0.000716543197631836,0.0002223968505859375
2,bfloat16,int8,1024,16,0.0002879619598388672,6.67572021484375e-06,0.00010237693786621093,1.02996826171875e-05,0.00013251304626464843,6.270408630371094e-05,9.3841552734375e-05,0.0001087188720703125,0.00014486312866210938,0.0007187366485595703,0.00028781890869140626
2,bfloat16,int8,2048,16,0.0004232883453369141,6.771087646484375e-06,0.00010128021240234375,1.049041748046875e-05,0.00017924308776855468,8.730888366699218e-05,9.450912475585937e-05,0.00011963844299316407,0.00018329620361328124,0.0007892131805419921,0.0004385471343994141
